datetime,filename,tcc_id,center_lat,center_lon,pixel_count,area_km2,max_radius_km,min_radius_km,mean_radius_km,eccentricity,perimeter_km,major_axis_length_km,minor_axis_length_km,orientation_deg,mean_tb,min_tb,max_tb,median_tb,stddev_tb,mean_cloud_top_height_km,max_cloud_top_height_km,region
01-11-2015 04:00,3DIMG_01NOV2015_0400_L1C_ASIA_MER_V01R00.png,TCC5_20151101_0000,20.65732166,92.22108844,8599,141839.1214,265.850306,213.7715523,239.8109291,0.59448734,3939.867392,531.700612,427.5431045,21.2965468,209.9178314,191.6239014,217.8252869,210.833847,5.697135925,14.51232544,17.25641479,NIO
01-11-2015 04:00,3DIMG_01NOV2015_0400_L1C_ASIA_MER_V01R00.png,TCC6_20151101_0030,25.40361346,97.04978355,2427,40032.97449,373.3866979,70.82214357,222.1044207,0.981846919,2646.34746,746.7733958,141.6442871,77.81853216,213.4880829,203.7962952,217.8252869,213.752533,2.956788063,13.97678551,15.43055573,NIO
01-11-2015 04:30,3DIMG_01NOV2015_0430_L1C_ASIA_MER_V01R00.png,TCC6_20151101_0030,25.23218408,96.25757576,3870,63835.02731,632.4832258,70.13803479,351.3106303,0.993832339,3961.343882,1264.966452,140.2760696,78.05085942,213.2135468,201.3499603,217.7975922,213.2490997,3.012453079,14.01796727,15.79750595,NIO
01-11-2015 04:30,3DIMG_01NOV2015_0430_L1C_ASIA_MER_V01R00.png,TCC5_20151101_0000,20.40858632,92.37198516,7498,123678.3035,266.8769673,209.3797716,238.1283695,0.6200587,5055.869838,533.7539347,418.7595431,33.55788008,210.2198486,184.6332092,217.7975922,212.2859955,6.40648365,14.46702367,18.30501862,NIO
01-11-2015 04:30,3DIMG_01NOV2015_0430_L1C_ASIA_MER_V01R00.png,TCC4_20151101_0000,16.44913107,84.29901051,8268,136379.3297,242.3386328,197.5715338,219.9550833,0.579080342,1908.356637,484.6772657,395.1430675,46.86013937,204.159729,187.3973236,217.7975922,203.7629395,6.686719894,15.37604063,17.89040146,NIO
01-11-2015 04:30,3DIMG_01NOV2015_0430_L1C_ASIA_MER_V01R00.png,TCC3_20151101_0000,13.99539308,55.9681509,12817,211414.3527,315.6357989,237.4476427,276.5417208,0.658839395,3302.886408,631.2715978,474.8952854,28.25054585,204.9901733,186.4996185,217.7975922,205.4884949,6.598949909,15.25147264,18.02505722,NIO
01-11-2015 04:30,3DIMG_01NOV2015_0430_L1C_ASIA_MER_V01R00.png,TCC7_20151101_0130,3.389482011,68.37940631,2593,42771.11778,256.5233839,101.5357569,179.0295704,0.918330348,2590.509308,513.0467678,203.0715138,-33.40708167,211.1799774,191.5823975,217.7975922,212.7699738,5.333539009,14.32300128,17.26264038,NIO
01-11-2015 04:30,3DIMG_01NOV2015_0430_L1C_ASIA_MER_V01R00.png,TCC8_20151101_0300,7.47129389,72.18954855,3106,51232.97024,196.6476117,121.6326996,159.1401557,0.785760174,1885.054425,393.2952235,243.2653993,50.87288931,206.3800659,183.6613464,217.7975922,206.0490112,6.020547867,15.04299154,18.45079803,NIO
01-11-2015 05:00,3DIMG_01NOV2015_0500_L1C_ASIA_MER_V01R00.png,TCC7_20151101_0130,3.275750751,68.34168213,2607,43002.04553,250.8093247,101.9198809,176.3646028,0.913711277,2587.331338,501.6186494,203.8397618,-32.67696651,210.3280334,189.1286316,217.7975922,211.7970428,5.930977821,14.45079568,17.63070526,NIO
01-11-2015 05:00,3DIMG_01NOV2015_0500_L1C_ASIA_MER_V01R00.png,TCC8_20151101_0300,7.47129389,72.076376,3375,55670.08195,181.5276889,126.8110394,154.1693642,0.715535043,1892.838748,363.0553778,253.6220789,44.64153556,206.6897736,187.3973236,217.7975922,206.6025696,6.088485718,14.99653279,17.89040146,NIO
01-11-2015 05:00,3DIMG_01NOV2015_0500_L1C_ASIA_MER_V01R00.png,TCC3_20151101_0000,13.92171358,55.93042672,13166,217171.0516,319.980819,244.0132104,281.9970147,0.646885677,3817.279551,639.9616381,488.0264208,30.86619844,205.7319183,182.6613007,217.7975922,205.4884949,6.458298683,15.14021048,18.6008049,NIO
01-11-2015 05:00,3DIMG_01NOV2015_0500_L1C_ASIA_MER_V01R00.png,TCC4_20151101_0000,16.44913107,84.26128633,9052,149311.2835,298.0899641,192.6082698,245.3491169,0.763217713,2574.450519,596.1799282,385.2165396,47.08863837,205.2720184,186.4996185,217.7975922,204.9208069,6.556321621,15.209198,18.02505722,NIO
01-11-2015 05:00,3DIMG_01NOV2015_0500_L1C_ASIA_MER_V01R00.png,TCC5_20151101_0000,20.01689544,92.10791589,5201,85789.65814,240.7597439,168.3600152,204.5598795,0.71484161,3778.607364,481.5194877,336.7200304,-22.79458021,208.118515,190.782196,217.7975922,208.751236,6.71216917,14.78222193,17.38267059,NIO
01-11-2015 05:00,3DIMG_01NOV2015_0500_L1C_ASIA_MER_V01R00.png,TCC6_20151101_0030,25.40361346,96.67254174,4432,73105.12688,547.741259,83.85665211,315.7989556,0.988211418,4607.782642,1095.482518,167.7133042,80.56113622,213.4176636,203.1722565,217.7975922,213.7234802,3.022269011,13.9873527,15.52416153,NIO
01-11-2015 05:30,3DIMG_01NOV2015_0530_L1C_ASIA_MER_V01R00.png,TCC6_20151101_0030,25.54057997,97.5401979,3777,62301.00727,344.5087102,84.86175476,214.6852325,0.969186808,3563.998342,689.0174204,169.7235095,85.27538221,213.3345947,204.3125916,217.7698975,213.6944427,2.929982185,13.99981202,15.35311127,NIO
01-11-2015 05:30,3DIMG_01NOV2015_0530_L1C_ASIA_MER_V01R00.png,TCC5_20151101_0000,19.65995372,92.71150278,3874,63901.00666,198.448769,133.4872259,165.9679974,0.739957765,2323.485175,396.8975379,266.9744517,-3.61356223,207.3567657,188.2285614,217.7698975,206.5705719,6.249116898,14.89648366,17.76571579,NIO
01-11-2015 05:30,3DIMG_01NOV2015_0530_L1C_ASIA_MER_V01R00.png,TCC8_20151101_0300,7.433643413,71.96320346,3690,60865.95627,195.5166543,137.0544507,166.2855525,0.713174966,2385.505976,391.0333087,274.1089014,59.45205692,207.5941467,189.0847626,217.7698975,207.11763,5.984496117,14.86087948,17.63728561,NIO
01-11-2015 05:30,3DIMG_01NOV2015_0530_L1C_ASIA_MER_V01R00.png,TCC3_20151101_0000,13.81114977,55.85497835,13096,216016.4128,318.9841584,248.6466361,283.8153972,0.626408139,4271.595798,637.9683169,497.2932721,31.21020789,206.9230042,187.3517609,217.7698975,207.11763,6.350183487,14.96154862,17.89723587,NIO
01-11-2015 05:30,3DIMG_01NOV2015_0530_L1C_ASIA_MER_V01R00.png,TCC4_20151101_0000,16.44913107,84.37445887,9088,149905.0977,288.0784854,191.6270681,239.8527767,0.746673701,2427.897032,576.1569707,383.2541362,39.87194004,206.1206818,184.5846405,217.7698975,206.5705719,6.395988941,15.08189678,18.31230392,NIO
01-11-2015 06:00,3DIMG_01NOV2015_0600_L1C_ASIA_MER_V01R00.png,TCC8_20151101_0300,7.47129389,71.81230674,3490,57566.98845,178.6593551,139.9926155,159.3259853,0.621299951,1864.414663,357.3187102,279.985231,63.08249798,207.8954926,185.53125,217.7698975,207.11763,5.219326496,14.81567537,18.1703125,NIO
01-11-2015 06:00,3DIMG_01NOV2015_0600_L1C_ASIA_MER_V01R00.png,TCC3_20151101_0000,13.73741102,55.85497835,12965,213855.5889,320.8857054,249.8551461,285.3704258,0.627468207,5687.209073,641.7714109,499.7102922,31.74269998,207.7854462,187.3517609,217.7698975,208.1922607,6.595188141,14.83218249,17.89723587,NIO
01-11-2015 06:00,3DIMG_01NOV2015_0600_L1C_ASIA_MER_V01R00.png,TCC4_20151101_0000,16.33989499,84.37445887,9668,159472.1044,346.1090134,181.7820343,263.9455239,0.850968874,3249.609193,692.2180269,363.5640686,40.87504019,206.6152344,187.3517609,217.7698975,206.5705719,6.625132561,15.00771419,17.89723587,NIO
01-11-2015 06:00,3DIMG_01NOV2015_0600_L1C_ASIA_MER_V01R00.png,TCC5_20151101_0000,19.62421503,92.93784787,3917,64610.28474,193.0556634,133.385797,163.2207302,0.722932322,1916.952309,386.1113267,266.7715939,-0.757103587,208.1841736,195.312027,217.7698975,208.1922607,5.856106281,14.77237303,16.70319595,NIO
